date,region,segment,plan,channel,active_customers,new_customers,churned_customers,monthly_revenue,discount_rate,support_tickets,avg_response_time_hours,nps_score
2025-05-01,north_america,mid_market,enterprise,sales_outbound,970,52,31,664485.4,0.095,96,2.35,50
2025-05-01,north_america,enterprise,starter,organic,55,3,1,14749.64,0.101,9,8.32,43
2025-05-01,north_america,enterprise,starter,paid_search,59,3,1,17089.54,0.029,8,7.61,48
2025-05-01,north_america,enterprise,starter,partner,63,3,1,18342.12,0.024,10,5.86,51
2025-05-01,north_america,enterprise,starter,sales_outbound,70,2,1,18897.56,0.095,7,8.27,45
2025-05-01,north_america,enterprise,growth,organic,127,5,2,84922.14,0.066,18,5.78,52
2025-05-01,north_america,enterprise,growth,paid_search,149,8,4,99633.06,0.066,15,4.11,40
2025-05-01,north_america,enterprise,growth,partner,154,7,3,102425.18,0.071,18,6.55,47
2025-05-01,north_america,enterprise,growth,sales_outbound,160,7,3,104812.09,0.085,14,1.92,46
2025-05-01,north_america,enterprise,enterprise,organic,305,10,8,503953.29,0.045,43,5.0,57
2025-05-01,north_america,enterprise,enterprise,paid_search,348,17,6,585238.08,0.028,40,2.55,56
2025-05-01,north_america,enterprise,enterprise,partner,390,15,8,658569.32,0.024,26,5.58,58
2025-05-01,north_america,enterprise,enterprise,sales_outbound,399,18,10,614398.25,0.11,24,4.95,54
2025-05-01,emea,startup,starter,organic,150,9,7,8920.68,0.059,16,4.13,31
2025-05-01,emea,startup,starter,paid_search,170,13,8,10045.64,0.065,16,10.37,22
2025-05-01,emea,startup,starter,partner,179,13,7,11312.8,0.0,16,8.02,26
2025-05-01,emea,startup,starter,sales_outbound,212,12,10,12621.29,0.058,35,8.72,25
2025-05-01,emea,startup,growth,organic,377,28,16,53180.52,0.07,29,3.96,35
2025-05-01,emea,startup,growth,paid_search,444,25,22,62294.98,0.075,58,3.57,33
2025-05-01,emea,startup,growth,partner,475,29,22,69526.32,0.035,67,4.14,26
2025-05-01,emea,startup,growth,sales_outbound,469,33,22,66869.64,0.06,47,3.51,27
2025-05-01,emea,startup,enterprise,organic,856,63,39,293066.19,0.066,74,4.41,38
2025-05-01,emea,startup,enterprise,paid_search,1096,82,48,385679.77,0.04,105,8.56,30
2025-05-01,emea,startup,enterprise,partner,1142,63,52,405634.56,0.031,92,4.53,35
2025-05-01,emea,startup,enterprise,sales_outbound,1153,78,52,381224.6,0.098,79,4.36,31
2025-05-01,emea,mid_market,starter,organic,96,5,3,10044.25,0.054,16,10.26,27
2025-05-01,emea,mid_market,starter,paid_search,113,7,4,12235.35,0.021,14,8.19,31
2025-05-01,emea,mid_market,starter,partner,121,7,3,12392.29,0.074,18,7.64,35
2025-05-01,emea,mid_market,starter,sales_outbound,139,7,4,14005.17,0.089,14,6.87,29
2025-05-01,emea,mid_market,growth,organic,237,13,7,59512.18,0.054,19,6.44,22
2025-05-01,emea,mid_market,growth,paid_search,255,13,9,64302.84,0.05,36,7.42,36
2025-05-01,emea,mid_market,growth,partner,306,15,11,77000.96,0.052,39,4.93,35
2025-05-01,emea,mid_market,growth,sales_outbound,320,19,10,79759.41,0.061,39,6.46,36
2025-05-01,emea,mid_market,enterprise,organic,575,38,18,365162.49,0.01,66,3.9,48
2025-05-01,emea,mid_market,enterprise,paid_search,656,42,21,406082.5,0.035,50,3.73,42
2025-05-01,emea,mid_market,enterprise,partner,753,36,19,479170.16,0.008,84,4.01,47
2025-05-01,emea,mid_market,enterprise,sales_outbound,767,47,19,446749.77,0.092,44,4.93,39
2025-05-01,emea,enterprise,starter,organic,43,1,1,10587.77,0.026,4,5.46,39
2025-05-01,emea,enterprise,starter,paid_search,54,2,1,13118.8,0.039,8,7.66,41
2025-05-01,emea,enterprise,starter,partner,56,3,1,12599.55,0.11,9,6.77,45
2025-05-01,emea,enterprise,starter,sales_outbound,59,2,2,14050.12,0.058,8,6.57,44
2025-05-01,emea,enterprise,growth,organic,106,4,2,62704.51,0.025,13,4.14,55
2025-05-01,emea,enterprise,growth,paid_search,129,4,2,76388.47,0.024,10,4.4,51
2025-05-01,emea,enterprise,growth,partner,140,6,2,81543.17,0.04,8,5.79,40
2025-05-01,emea,enterprise,growth,sales_outbound,145,7,3,77417.47,0.12,13,3.11,48
2025-05-01,emea,enterprise,enterprise,organic,245,9,5,348811.16,0.029,16,4.06,53
2025-05-01,emea,enterprise,enterprise,paid_search,302,15,5,429963.15,0.029,30,5.77,55
2025-05-01,emea,enterprise,enterprise,partner,331,14,7,480957.51,0.009,25,3.41,58
2025-05-01,emea,enterprise,enterprise,sales_outbound,377,13,7,494731.37,0.105,51,6.39,54
2025-05-01,apac,startup,starter,organic,137,10,6,7059.02,0.052,16,6.63,19
2025-05-01,apac,startup,starter,paid_search,151,9,7,7821.42,0.047,28,8.29,23
2025-05-01,apac,startup,starter,partner,161,10,8,8663.17,0.01,16,6.7,24
2025-05-01,apac,startup,starter,sales_outbound,176,10,9,9049.39,0.054,20,4.93,29
2025-05-01,apac,startup,growth,organic,319,19,14,40363.53,0.03,27,8.03,36
2025-05-01,apac,startup,growth,paid_search,350,22,19,43464.21,0.048,29,2.38,35
2025-05-01,apac,startup,growth,partner,367,25,17,45144.47,0.057,27,4.9,19
2025-05-01,apac,startup,growth,sales_outbound,421,27,19,47009.18,0.144,50,6.91,25
2025-05-01,apac,startup,enterprise,organic,662,41,29,202220.55,0.031,49,4.73,34
2025-05-01,apac,startup,enterprise,paid_search,901,55,43,282328.49,0.006,94,5.43,32
2025-05-01,apac,startup,enterprise,partner,976,57,43,293522.71,0.046,104,4.85,41
2025-05-01,apac,startup,enterprise,sales_outbound,1056,80,53,301602.99,0.094,126,4.8,31
2025-05-01,apac,mid_market,starter,organic,87,5,3,8225.44,0.006,12,6.59,41
2025-05-01,apac,mid_market,starter,paid_search,97,4,3,8903.33,0.035,11,8.27,30
2025-05-01,apac,mid_market,starter,partner,111,5,4,10526.2,0.003,16,10.61,31
2025-05-01,apac,mid_market,starter,sales_outbound,111,5,4,9565.44,0.094,10,6.23,35
2025-05-01,apac,mid_market,growth,organic,216,11,7,46694.8,0.053,23,3.22,39
2025-05-01,apac,mid_market,growth,paid_search,233,11,6,49784.78,0.064,25,6.23,37
2025-05-01,apac,mid_market,growth,partner,263,16,7,56735.17,0.055,17,2.56,39
2025-05-01,apac,mid_market,growth,sales_outbound,270,15,9,57505.61,0.067,21,7.31,37
2025-05-01,apac,mid_market,enterprise,organic,471,21,16,236192.64,0.091,43,3.58,47
2025-05-01,apac,mid_market,enterprise,paid_search,565,28,22,300162.41,0.037,62,6.44,40
2025-05-01,apac,mid_market,enterprise,partner,615,38,17,323671.95,0.046,54,4.67,36
2025-05-01,apac,mid_market,enterprise,sales_outbound,669,43,25,337698.23,0.085,88,4.63,42
2025-05-01,apac,enterprise,starter,organic,38,2,0,8021.92,0.029,4,6.71,46
2025-05-01,apac,enterprise,starter,paid_search,43,2,1,9002.65,0.037,4,7.43,42
2025-05-01,apac,enterprise,starter,partner,45,1,1,9568.13,0.022,5,7.91,37
2025-05-01,apac,enterprise,starter,sales_outbound,54,2,1,10659.95,0.092,6,8.55,38
2025-05-01,apac,enterprise,growth,organic,92,5,2,46275.55,0.036,7,2.09,57
2025-05-01,apac,enterprise,growth,paid_search,109,6,2,53859.61,0.053,8,3.17,49
2025-05-01,apac,enterprise,growth,partner,115,4,2,57724.43,0.038,10,3.95,49
2025-05-01,apac,enterprise,growth,sales_outbound,121,5,2,56884.89,0.099,17,2.31,50
2025-05-01,apac,enterprise,enterprise,organic,209,11,5,262487.81,0.004,12,3.58,52
2025-05-01,apac,enterprise,enterprise,paid_search,270,12,4,312202.67,0.083,24,6.1,50
2025-05-01,apac,enterprise,enterprise,partner,270,10,4,331268.48,0.027,38,5.4,50
2025-05-01,apac,enterprise,enterprise,sales_outbound,291,10,6,339053.69,0.076,37,5.17,49
2025-05-01,latin_america,startup,starter,organic,108,6,6,4860.37,0.011,20,10.06,28
2025-05-01,latin_america,startup,starter,paid_search,131,9,7,5788.15,0.029,11,5.97,33
2025-05-01,latin_america,startup,starter,partner,135,10,6,6143.04,0.0,16,3.57,33
2025-05-01,latin_america,startup,starter,sales_outbound,158,10,8,6873.29,0.044,13,8.72,29
2025-05-01,latin_america,startup,growth,organic,256,17,11,27202.8,0.027,19,3.85,26
2025-05-01,latin_america,startup,growth,paid_search,299,20,14,32196.52,0.014,35,2.03,37
2025-05-01,latin_america,startup,growth,partner,319,19,13,33409.51,0.041,39,5.92,27
2025-05-01,latin_america,startup,growth,sales_outbound,334,26,17,32791.93,0.101,20,9.2,17
2025-05-01,latin_america,startup,enterprise,organic,654,41,30,169498.87,0.018,50,4.07,35
2025-05-01,latin_america,startup,enterprise,paid_search,732,46,35,190100.71,0.016,88,2.67,33
2025-05-01,latin_america,startup,enterprise,partner,828,55,38,216561.65,0.009,106,10.25,31
2025-05-01,latin_america,startup,enterprise,sales_outbound,821,59,39,199996.51,0.077,82,4.11,34
2025-05-01,latin_america,mid_market,starter,organic,70,4,3,5217.49,0.064,9,5.31,38
2025-05-01,latin_america,mid_market,starter,paid_search,86,4,3,6505.93,0.05,11,7.35,32
2025-05-01,latin_america,mid_market,starter,partner,90,5,2,7166.88,0.0,11,6.42,37
2025-05-01,latin_america,mid_market,starter,sales_outbound,90,4,3,6744.03,0.059,9,6.09,28
2025-05-01,latin_america,mid_market,growth,organic,173,8,4,32997.08,0.002,16,3.07,44
2025-05-01,latin_america,mid_market,growth,paid_search,187,10,7,33272.86,0.069,16,2.25,44
2025-05-01,latin_america,mid_market,growth,partner,221,13,6,41265.37,0.023,29,5.73,42
2025-05-01,latin_america,mid_market,growth,sales_outbound,222,13,7,38609.42,0.09,25,5.21,38
2025-05-01,latin_america,mid_market,enterprise,organic,418,20,13,178966.45,0.073,55,4.31,44
2025-05-01,latin_america,mid_market,enterprise,paid_search,487,28,15,218630.55,0.028,44,6.64,44
2025-05-01,latin_america,mid_market,enterprise,partner,512,29,17,219685.45,0.071,66,5.47,43
2025-05-01,latin_america,mid_market,enterprise,sales_outbound,551,35,19,235655.84,0.074,71,3.29,53
2025-05-01,latin_america,enterprise,starter,organic,33,1,1,5718.21,0.048,5,6.92,38
2025-05-01,latin_america,enterprise,starter,paid_search,37,2,1,6566.23,0.025,7,8.34,44
2025-05-01,latin_america,enterprise,starter,partner,39,1,1,6686.9,0.058,5,7.33,45
2025-05-01,latin_america,enterprise,starter,sales_outbound,43,2,1,7349.26,0.061,7,7.06,42
2025-05-01,latin_america,enterprise,growth,organic,76,4,1,33033.72,0.005,9,7.72,39
2025-05-01,latin_america,enterprise,growth,paid_search,88,3,2,35635.53,0.073,13,4.12,49
2025-05-01,latin_america,enterprise,growth,partner,91,4,2,38639.23,0.028,6,3.04,44
2025-05-01,latin_america,enterprise,growth,sales_outbound,104,3,2,41796.7,0.08,7,5.74,40
2025-05-01,latin_america,enterprise,enterprise,organic,194,8,4,196612.23,0.04,22,5.3,52
2025-05-01,latin_america,enterprise,enterprise,paid_search,212,8,4,205230.9,0.083,18,6.32,51
2025-05-01,latin_america,enterprise,enterprise,partner,223,10,3,217998.45,0.074,16,3.97,57
2025-05-01,latin_america,enterprise,enterprise,sales_outbound,240,12,5,245511.92,0.031,23,2.73,49
2025-06-01,north_america,startup,starter,organic,220,16,12,16029.37,0.023,17,5.2,26
2025-06-01,north_america,startup,starter,paid_search,240,13,11,17701.36,0.011,27,10.27,18
2025-06-01,north_america,startup,starter,partner,269,20,12,19138.14,0.046,31,6.44,26
2025-06-01,north_america,startup,starter,sales_outbound,280,16,14,19419.59,0.07,31,9.27,17
2025-06-01,north_america,startup,growth,organic,508,38,23,86285.98,0.051,65,3.79,34
2025-06-01,north_america,startup,growth,paid_search,600,34,25,100731.29,0.062,37,1.28,32
2025-06-01,north_america,startup,growth,partner,645,41,30,111749.45,0.032,86,3.91,32
2025-06-01,north_america,startup,growth,sales_outbound,688,53,32,114643.24,0.069,99,4.64,29
2025-06-01,north_america,startup,enterprise,organic,1156,67,50,464015.93,0.072,67,6.61,25
2025-06-01,north_america,startup,enterprise,paid_search,1366,78,69,540628.42,0.085,165,7.5,31
2025-06-01,north_america,startup,enterprise,partner,1503,90,65,632555.88,0.027,153,4.88,28
2025-06-01,north_america,startup,enterprise,sales_outbound,1654,95,88,648172.77,0.094,173,6.3,34
2025-06-01,north_america,mid_market,starter,organic,132,9,5,16641.34,0.034,19,8.24,36
2025-06-01,north_america,mid_market,starter,paid_search,164,7,4,20975.25,0.02,30,9.18,34
2025-06-01,north_america,mid_market,starter,partner,175,10,7,21628.44,0.053,26,6.78,30
2025-06-01,north_america,mid_market,starter,sales_outbound,179,9,6,21071.56,0.098,30,11.09,34
2025-06-01,north_america,mid_market,growth,organic,328,15,12,101914.01,0.008,38,5.77,38
2025-06-01,north_america,mid_market,growth,paid_search,362,19,14,112705.04,0.006,24,5.6,34
2025-06-01,north_america,mid_market,growth,partner,399,26,12,118475.79,0.052,52,3.56,43
2025-06-01,north_america,mid_market,growth,sales_outbound,448,24,16,128394.81,0.085,36,3.13,43
2025-06-01,north_america,mid_market,enterprise,organic,757,45,19,550661.1,0.039,79,5.88,44
2025-06-01,north_america,mid_market,enterprise,paid_search,866,42,24,624050.83,0.048,59,3.84,45
2025-06-01,north_america,mid_market,enterprise,partner,996,53,39,695866.88,0.077,105,2.98,50
2025-06-01,north_america,mid_market,enterprise,sales_outbound,1092,66,38,733181.31,0.113,141,6.32,45
2025-06-01,north_america,enterprise,starter,organic,60,2,1,17003.33,0.05,7,6.01,42
2025-06-01,north_america,enterprise,starter,paid_search,66,3,1,19412.43,0.014,5,7.63,46
2025-06-01,north_america,enterprise,starter,partner,71,4,2,20755.99,0.02,11,6.55,45
2025-06-01,north_america,enterprise,starter,sales_outbound,79,3,2,22104.92,0.062,9,8.0,36
2025-06-01,north_america,enterprise,growth,organic,158,8,4,111872.59,0.011,23,3.07,45
2025-06-01,north_america,enterprise,growth,paid_search,156,8,2,107552.67,0.037,21,4.55,47
2025-06-01,north_america,enterprise,growth,partner,163,5,3,115062.77,0.014,9,3.04,51
2025-06-01,north_america,enterprise,growth,sales_outbound,188,8,3,127595.84,0.052,14,4.8,49
2025-06-01,north_america,enterprise,enterprise,organic,327,13,6,552185.05,0.024,26,4.93,51
2025-06-01,north_america,enterprise,enterprise,paid_search,432,15,11,715290.99,0.043,49,5.14,51
2025-06-01,north_america,enterprise,enterprise,partner,459,23,12,735378.19,0.074,54,6.02,48
2025-06-01,north_america,enterprise,enterprise,sales_outbound,456,23,8,720315.38,0.087,34,4.37,53
2025-06-01,emea,startup,starter,organic,168,12,7,10192.9,0.04,31,7.08,25
2025-06-01,emea,startup,starter,paid_search,218,14,10,13130.05,0.047,41,10.05,25
2025-06-01,emea,startup,starter,partner,206,15,9,12602.59,0.032,28,5.06,27
2025-06-01,emea,startup,starter,sales_outbound,243,17,12,13591.48,0.115,37,5.2,26
2025-06-01,emea,startup,growth,organic,404,27,16,60972.33,0.005,38,6.45,24
2025-06-01,emea,startup,growth,paid_search,491,38,21,70006.39,0.06,34,3.68,24
2025-06-01,emea,startup,growth,partner,524,32,25,73042.41,0.081,56,2.14,28
2025-06-01,emea,startup,growth,sales_outbound,572,32,26,76436.41,0.119,37,7.29,28
2025-06-01,emea,startup,enterprise,organic,1043,64,45,353647.92,0.075,126,1.36,33
2025-06-01,emea,startup,enterprise,paid_search,1203,76,50,439648.76,0.003,150,4.6,37
2025-06-01,emea,startup,enterprise,partner,1283,100,69,451954.92,0.039,138,5.99,25
2025-06-01,emea,startup,enterprise,sales_outbound,1407,90,69,487899.42,0.054,168,5.67,37
2025-06-01,emea,mid_market,starter,organic,116,6,4,12406.22,0.033,9,5.5,37
2025-06-01,emea,mid_market,starter,paid_search,121,8,3,12726.85,0.049,19,6.42,38
2025-06-01,emea,mid_market,starter,partner,137,7,5,14621.87,0.035,16,6.61,39
2025-06-01,emea,mid_market,starter,sales_outbound,158,9,5,16129.24,0.077,27,5.49,33
2025-06-01,emea,mid_market,growth,organic,275,17,8,68616.24,0.06,29,1.88,42
2025-06-01,emea,mid_market,growth,paid_search,321,19,10,78645.36,0.077,37,6.06,36
2025-06-01,emea,mid_market,growth,partner,345,15,10,87913.73,0.04,35,3.84,35
2025-06-01,emea,mid_market,growth,sales_outbound,371,16,12,92471.07,0.061,22,1.33,37
2025-06-01,emea,mid_market,enterprise,organic,676,31,26,401984.72,0.073,42,3.12,42
2025-06-01,emea,mid_market,enterprise,paid_search,778,48,21,497075.15,0.004,50,5.1,46
2025-06-01,emea,mid_market,enterprise,partner,823,44,32,511044.02,0.032,101,3.55,38
2025-06-01,emea,mid_market,enterprise,sales_outbound,904,55,25,544524.15,0.061,54,0.4,57
2025-06-01,emea,enterprise,starter,organic,51,2,1,11784.02,0.086,10,7.87,47
2025-06-01,emea,enterprise,starter,paid_search,59,3,1,14452.83,0.031,9,8.52,45
2025-06-01,emea,enterprise,starter,partner,64,2,1,15418.78,0.047,11,8.9,43
2025-06-01,emea,enterprise,starter,sales_outbound,69,2,1,16065.19,0.079,6,6.93,48
2025-06-01,emea,enterprise,growth,organic,131,6,3,76221.63,0.041,12,4.19,40
2025-06-01,emea,enterprise,growth,paid_search,147,6,3,84906.82,0.048,18,5.58,49
2025-06-01,emea,enterprise,growth,partner,159,6,2,92706.21,0.039,23,3.81,45
2025-06-01,emea,enterprise,growth,sales_outbound,170,9,4,96747.57,0.062,14,4.94,51
2025-06-01,emea,enterprise,enterprise,organic,316,12,6,448041.89,0.033,20,3.98,49
2025-06-01,emea,enterprise,enterprise,paid_search,357,13,4,511931.83,0.022,20,5.39,53
2025-06-01,emea,enterprise,enterprise,partner,351,16,7,479139.37,0.069,49,5.68,42
2025-06-01,emea,enterprise,enterprise,sales_outbound,417,16,10,561285.47,0.082,38,4.92,58
2025-06-01,apac,startup,starter,organic,140,11,7,7373.39,0.031,23,7.57,26
2025-06-01,apac,startup,starter,paid_search,178,10,9,9568.23,0.011,26,7.62,30
2025-06-01,apac,startup,starter,partner,203,15,10,10559.02,0.043,17,4.88,23
2025-06-01,apac,startup,starter,sales_outbound,223,13,11,10932.69,0.098,33,8.62,24
2025-06-01,apac,startup,growth,organic,357,26,16,42796.72,0.081,23,3.59,25
2025-06-01,apac,startup,growth,paid_search,411,25,16,48358.76,0.098,29,5.83,29
2025-06-01,apac,startup,growth,partner,462,29,19,58758.86,0.025,35,3.66,29
2025-06-01,apac,startup,growth,sales_outbound,508,32,21,63217.72,0.046,68,4.69,29
2025-06-01,apac,startup,enterprise,organic,948,65,41,292274.36,0.022,110,5.04,29
2025-06-01,apac,startup,enterprise,paid_search,1055,65,48,315950.89,0.05,80,5.76,38
2025-06-01,apac,startup,enterprise,partner,1056,73,43,327235.91,0.017,136,3.91,39
2025-06-01,apac,startup,enterprise,sales_outbound,1180,92,63,344458.19,0.074,129,7.94,21
2025-06-01,apac,mid_market,starter,organic,95,5,3,8683.62,0.039,7,8.28,35
2025-06-01,apac,mid_market,starter,paid_search,120,7,3,11413.92,0.0,22,9.12,34
2025-06-01,apac,mid_market,starter,partner,124,7,5,11110.31,0.058,16,7.97,34
2025-06-01,apac,mid_market,starter,sales_outbound,131,6,4,11500.76,0.077,11,7.68,38
2025-06-01,apac,mid_market,growth,organic,229,14,9,50864.31,0.027,17,5.5,38
2025-06-01,apac,mid_market,growth,paid_search,276,13,10,58846.52,0.066,17,3.98,37
2025-06-01,apac,mid_market,growth,partner,288,16,8,62654.2,0.047,25,3.36,40
2025-06-01,apac,mid_market,growth,sales_outbound,314,16,8,64869.87,0.095,33,4.33,40
2025-06-01,apac,mid_market,enterprise,organic,552,33,15,290515.31,0.046,44,6.27,48
2025-06-01,apac,mid_market,enterprise,paid_search,721,41,23,388209.94,0.024,54,2.64,48
2025-06-01,apac,mid_market,enterprise,partner,727,39,22,390237.34,0.027,40,1.21,51
2025-06-01,apac,mid_market,enterprise,sales_outbound,775,37,29,381798.95,0.107,108,7.8,35
2025-06-01,apac,enterprise,starter,organic,44,2,1,9145.05,0.044,6,6.43,46
2025-06-01,apac,enterprise,starter,paid_search,52,2,1,11260.0,0.004,4,7.54,37
2025-06-01,apac,enterprise,starter,partner,54,2,1,11153.03,0.05,10,9.28,42
2025-06-01,apac,enterprise,starter,sales_outbound,61,3,1,11882.65,0.104,12,6.86,45
2025-06-01,apac,enterprise,growth,organic,106,5,2,53925.88,0.025,12,6.19,45
2025-06-01,apac,enterprise,growth,paid_search,117,5,2,57080.04,0.065,14,3.97,43
2025-06-01,apac,enterprise,growth,partner,129,6,3,65155.61,0.032,11,5.81,43
2025-06-01,apac,enterprise,growth,sales_outbound,148,5,3,72049.36,0.067,14,5.61,46
2025-06-01,apac,enterprise,enterprise,organic,247,11,6,308655.57,0.009,16,3.74,58
2025-06-01,apac,enterprise,enterprise,paid_search,286,14,7,358111.94,0.007,34,4.54,46
2025-06-01,apac,enterprise,enterprise,partner,308,13,6,354200.42,0.088,18,3.58,57
2025-06-01,apac,enterprise,enterprise,sales_outbound,320,13,6,371228.51,0.08,41,5.56,49
2025-06-01,latin_america,startup,starter,organic,124,9,7,5258.81,0.068,22,8.91,30
2025-06-01,latin_america,startup,starter,paid_search,155,9,8,6679.3,0.053,13,7.95,25
2025-06-01,latin_america,startup,starter,partner,163,10,9,7038.88,0.051,12,5.14,30
2025-06-01,latin_america,startup,starter,sales_outbound,182,12,9,7718.57,0.068,14,7.64,25
2025-06-01,latin_america,startup,growth,organic,318,21,14,34728.65,0.0,34,2.73,25
2025-06-01,latin_america,startup,growth,paid_search,339,23,16,35430.11,0.043,32,0.99,29
2025-06-01,latin_america,startup,growth,partner,377,23,17,37837.09,0.081,30,5.08,26
2025-06-01,latin_america,startup,growth,sales_outbound,410,28,17,38462.53,0.141,42,4.96,30
2025-06-01,latin_america,startup,enterprise,organic,734,54,30,193719.63,0.0,47,6.85,32
2025-06-01,latin_america,startup,enterprise,paid_search,839,50,42,210581.42,0.049,96,5.51,32
2025-06-01,latin_america,startup,enterprise,partner,837,56,34,207207.69,0.062,47,7.29,29
2025-06-01,latin_america,startup,enterprise,sales_outbound,1100,64,59,272315.96,0.062,113,1.9,36
2025-06-01,latin_america,mid_market,starter,organic,81,5,3,5863.22,0.091,15,5.89,29
2025-06-01,latin_america,mid_market,starter,paid_search,95,5,2,7565.04,0.0,12,10.12,34
2025-06-01,latin_america,mid_market,starter,partner,104,6,3,7917.33,0.044,12,6.36,41
2025-06-01,latin_america,mid_market,starter,sales_outbound,114,7,4,8088.54,0.109,11,10.53,34
2025-06-01,latin_america,mid_market,growth,organic,190,12,6,36312.19,0.0,19,2.78,37
2025-06-01,latin_america,mid_market,growth,paid_search,243,13,8,43979.99,0.053,22,4.29,38
2025-06-01,latin_america,mid_market,growth,partner,243,13,8,43747.78,0.058,18,6.76,31
2025-06-01,latin_america,mid_market,growth,sales_outbound,258,12,9,44673.17,0.094,35,4.25,34
2025-06-01,latin_america,mid_market,enterprise,organic,495,23,14,226108.61,0.011,71,2.89,45
2025-06-01,latin_america,mid_market,enterprise,paid_search,585,30,14,263166.4,0.026,65,4.34,47
2025-06-01,latin_america,mid_market,enterprise,partner,568,36,15,249747.36,0.048,73,3.99,49
2025-06-01,latin_america,mid_market,enterprise,sales_outbound,658,37,21,285369.2,0.061,79,5.01,50
2025-06-01,latin_america,enterprise,starter,organic,38,2,1,6522.36,0.057,3,7.0,40
2025-06-01,latin_america,enterprise,starter,paid_search,45,2,1,7461.75,0.089,7,4.32,47
2025-06-01,latin_america,enterprise,starter,partner,45,2,1,7977.76,0.026,5,6.23,35
2025-06-01,latin_america,enterprise,starter,sales_outbound,51,2,1,8744.41,0.058,5,6.91,43
2025-06-01,latin_america,enterprise,growth,organic,84,3,1,34896.4,0.049,7,2.54,42
2025-06-01,latin_america,enterprise,growth,paid_search,106,5,1,44174.85,0.046,8,3.08,45
2025-06-01,latin_america,enterprise,growth,partner,108,4,2,45716.01,0.031,14,4.79,44
2025-06-01,latin_america,enterprise,growth,sales_outbound,118,5,2,48557.21,0.058,8,5.14,49
2025-06-01,latin_america,enterprise,enterprise,organic,217,11,3,225649.06,0.015,16,2.24,56
2025-06-01,latin_america,enterprise,enterprise,paid_search,253,12,7,264686.47,0.009,33,4.06,47
2025-06-01,latin_america,enterprise,enterprise,partner,271,14,4,281801.36,0.015,18,5.6,52
2025-06-01,latin_america,enterprise,enterprise,sales_outbound,288,12,8,283668.88,0.067,29,5.22,51
2025-07-01,north_america,startup,starter,organic,226,14,12,16045.18,0.048,20,7.64,26
2025-07-01,north_america,startup,starter,paid_search,246,17,12,17483.45,0.047,20,7.97,17
2025-07-01,north_america,startup,starter,partner,266,19,12,18984.22,0.043,21,8.51,26
2025-07-01,north_america,startup,starter,sales_outbound,299,22,15,20179.89,0.095,55,8.57,31
2025-07-01,north_america,startup,growth,organic,512,29,26,86049.01,0.061,71,6.08,25
2025-07-01,north_america,startup,growth,paid_search,599,43,26,100241.78,0.065,63,6.42,29
2025-07-01,north_america,startup,growth,partner,644,38,28,110423.55,0.042,87,0.4,31
2025-07-01,north_america,startup,growth,sales_outbound,695,46,34,113197.42,0.09,60,2.86,28
2025-07-01,north_america,startup,enterprise,organic,1250,79,56,521211.66,0.036,92,4.62,36
2025-07-01,north_america,startup,enterprise,paid_search,1441,83,59,598982.93,0.039,177,3.86,31
2025-07-01,north_america,startup,enterprise,partner,1567,90,68,646613.03,0.046,169,2.63,47
2025-07-01,north_america,startup,enterprise,sales_outbound,1565,97,81,615326.05,0.091,111,7.63,33
2025-07-01,north_america,mid_market,starter,organic,125,6,5,15563.08,0.046,16,9.03,34
2025-07-01,north_america,mid_market,starter,paid_search,153,7,5,19348.72,0.031,22,10.79,36
2025-07-01,north_america,mid_market,starter,partner,168,11,5,21070.26,0.039,24,8.42,33
2025-07-01,north_america,mid_market,starter,sales_outbound,186,9,6,23157.86,0.046,26,7.04,42
2025-07-01,north_america,mid_market,growth,organic,312,17,10,95769.9,0.02,28,3.05,40
2025-07-01,north_america,mid_market,growth,paid_search,371,18,12,112950.6,0.028,41,5.05,38
2025-07-01,north_america,mid_market,growth,partner,403,24,16,120799.56,0.043,36,4.05,35
2025-07-01,north_america,mid_market,growth,sales_outbound,425,19,15,123533.65,0.072,52,4.82,34
2025-07-01,north_america,mid_market,enterprise,organic,754,37,22,562176.52,0.015,99,0.4,46
2025-07-01,north_america,mid_market,enterprise,paid_search,932,60,28,673727.71,0.045,77,3.08,49
2025-07-01,north_america,mid_market,enterprise,partner,1008,63,29,727140.88,0.047,118,3.53,45
2025-07-01,north_america,mid_market,enterprise,sales_outbound,1031,47,35,739830.33,0.052,117,3.57,40
2025-07-01,north_america,enterprise,starter,organic,54,2,1,15351.32,0.047,7,9.13,41
2025-07-01,north_america,enterprise,starter,paid_search,64,2,1,17277.77,0.095,5,8.08,40
2025-07-01,north_america,enterprise,starter,partner,73,4,1,21035.8,0.034,6,6.86,48
2025-07-01,north_america,enterprise,starter,sales_outbound,77,3,2,20442.77,0.11,11,7.87,42
2025-07-01,north_america,enterprise,growth,organic,139,4,2,93443.85,0.061,13,5.52,42
2025-07-01,north_america,enterprise,growth,paid_search,168,8,3,116788.16,0.029,24,3.64,51
2025-07-01,north_america,enterprise,growth,partner,164,5,4,115064.21,0.02,14,2.46,49
2025-07-01,north_america,enterprise,growth,sales_outbound,185,7,3,118010.26,0.109,18,5.71,40
2025-07-01,north_america,enterprise,enterprise,organic,350,13,4,597079.32,0.014,50,3.8,56
2025-07-01,north_america,enterprise,enterprise,paid_search,395,20,5,663595.44,0.029,33,6.47,54
2025-07-01,north_america,enterprise,enterprise,partner,412,20,9,682175.67,0.043,33,4.93,48
